                                                                                                                                                                                                                                                                
                        1                         2                         3                         4                         5                         6                         7                         8
                        E                         H                         W                       eta                         l                      n_pg                 Re(omega)                 Im(omega)
  0.1000000000000000E+001   0.3493320538819169E-038  -0.1770479636930748E-017  -0.9588935038295782E-001                         0                       115   0.8358612969648934E-019  -0.3199632333649233E+001
                        1                         2                         3                         4                         5                         6                         7                         8                         9                        10
                  alpha_0                   alpha_1                     dE_dx                     dW_dx                       rho                         x                  Re(xi_h)                  Im(xi_h)                  Re(xi_r)                  Im(xi_r)
  0.3925714773940180E+001   0.1799326012155642E+001   0.1908140264704104E-027   0.8042225240390029E-021   0.3691718121124179E-005   0.5000000000000000E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.1932182721863918E-013   0.1017312381510751E-024
  0.3924669514101901E+001   0.1850716897658458E+001   0.5112678528596484E-010   0.1506227441664312E-020   0.3610584266253832E-005   0.5064392748802204E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.9984709629792936E-005  -0.9158146435062475E-022
  0.3923454526180548E+001   0.1909067084774556E+001   0.8426171497908164E-009   0.1008924838273112E-020   0.3520357098579223E-005   0.5138981975388769E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.4045498178631241E-004  -0.1856318382163877E-021
  0.3922244297958468E+001   0.1964288646975417E+001   0.3323032983259217E-008   0.2083018047791284E-021   0.3434083848112780E-005   0.5213279064987281E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.8018224699971690E-004  -0.1929133270939638E-021
  0.3920955905676006E+001   0.2018172527313867E+001   0.6896439151957450E-008  -0.6438721953159874E-021   0.3346320562130648E-005   0.5292176226980150E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.1152714358932156E-003  -0.9733621910104168E-022
  0.3919685777705410E+001   0.2066964172406619E+001   0.8438166652144201E-008  -0.1159810266857575E-020   0.3262018959530740E-005   0.5370746722794626E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.1272545893581596E-003   0.7002138203736228E-022
  0.3917752340190097E+001   0.2131034754465786E+001   0.4413408961579732E-008  -0.1030564268215702E-020   0.3143842885083583E-005   0.5488039612828963E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.9174169274388330E-004   0.2982334781744383E-021
  0.3916786625514818E+001   0.2159017960677850E+001   0.1601277435662595E-008  -0.6266068228790838E-021   0.3087792626904162E-005   0.5546388208716792E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.5517295975661202E-004   0.3524736289926786E-021
  0.3915507529244852E+001   0.2192346433305135E+001   0.9686973495970125E-011   0.4472000530675060E-022   0.3015740328712715E-005   0.5623883526986578E-001   0.0000000000000000E+000   0.0000000000000000E+000   0.4282408411705904E-005   0.3155421606468478E-021
  0.3914872192151834E+001   0.2207522458214947E+001   0.1536097829349080E-009   0.3706440990177829E-021   0.2980866760589328E-005   0.5662453708937720E-001   0.0000000000000000E+000   0.0000000000000000E+000  -0.1703573234929694E-004   0.2512292418500727E-021
  0.3913692779433229E+001   0.2233944244323976E+001   0.7586610927767464E-009   0.8138856413918595E-021   0.2915903484537884E-005   0.5735475060071128E-001   0.0000000000000000E+000   0.0000000000000000E+000  -0.3779159791790862E-004   0.7309525485176781E-022
  0.3912009921388380E+001   0.2266825583158011E+001   0.1212581075564805E-009   0.9289980796674363E-021   0.2826901726242797E-005   0.5839888057093348E-001   0.0000000000000000E+000   0.0000000000000000E+000  -0.1507033243221895E-004  -0.1951850209567824E-021
