                                                                                                                                                                                                                                                                
                        1                         2                         3                         4                         5                         6                         7                         8
                        E                         H                         W                       eta                         l                      n_pg                 Re(omega)                 Im(omega)
  0.1000000000000000E+001   0.4193611009613009E-021   0.2615698790319148E-009   0.3001144008263319E-001                         0                        36  -0.2896070099156099E-010  -0.1469288771302090E+001
                        1                         2                         3                         4                         5                         6                         7                         8                         9                        10
                  alpha_0                   alpha_1                     dE_dx                     dW_dx                       rho                         x                  Re(xi_h)                  Im(xi_h)                  Re(xi_r)                  Im(xi_r)
  0.1000000000111870E+001  -0.1797693134862316E+309   0.0000000000000000E+000   0.0000000000000000E+000   0.1045385509710093E+004   0.0000000000000000E+000   0.0000000000000000E+000   0.0000000000000000E+000   0.0000000000000000E+000   0.0000000000000000E+000
  0.1000058822571326E+001  -0.8860198506600637E+001   0.1327379664368656E-020  -0.5224525456701926E-017   0.1045326908231449E+004   0.1606292333592702E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.9427016031819549E-010   0.2416440853510195E-019
  0.1000109668304925E+001  -0.8859506794505567E+001   0.8060685551267985E-021  -0.3661813446383129E-017   0.1045288668193035E+004   0.2023814793648023E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.5830749983199707E-010   0.3528715389156823E-019
  0.1000180829842020E+001  -0.8858535314325671E+001   0.4796615277764875E-021   0.8921021617586938E-017   0.1045229146354774E+004   0.2549875114331648E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.3570015438446925E-010   0.1483123167147583E-019
  0.1000290141056238E+001  -0.8857041626198120E+001   0.3241673738711477E-021  -0.2749604002206789E-017   0.1045134861963135E+004   0.3212698922131014E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.2329462769691131E-010   0.6796451192537703E-021
  0.1000462132752501E+001  -0.8854691328520031E+001   0.1923371110187599E-021  -0.7548312482019431E-017   0.1044985197936232E+004   0.4047862871651010E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.1424223018088778E-010   0.1085743305060714E-019
  0.1000734413476834E+001  -0.8850971843715451E+001   0.1056551770607520E-021   0.1431408664946992E-016   0.1044747629069485E+004   0.5100219849931469E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.8378728423381238E-011   0.2245504902853422E-020
  0.1001167498876795E+001  -0.8845060073272542E+001   0.6740266504604651E-022  -0.1545652222661195E-016   0.1044370123984200E+004   0.6426339159328674E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.5312206995081107E-011   0.1974583970670286E-020
  0.1001836213690848E+001  -0.8835936143161415E+001   0.2461521703247193E-022   0.1226891011239122E-016   0.1043777459409188E+004   0.8097610150263124E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.2548404308038840E-011   0.3427466922621185E-020
  0.1002562761970175E+001  -0.8826032403921669E+001   0.1291670554082751E-022  -0.4600512717232776E-017   0.1043126276134086E+004   0.9639739478629828E-005   0.0000000000000000E+000   0.0000000000000000E+000  -0.1551205933371941E-011   0.2519787759334380E-021
  0.1003217855924607E+001  -0.8817125078492190E+001   0.4133904927016704E-023  -0.8643178581060995E-017   0.1042556546208905E+004   0.1080304305028885E-004   0.0000000000000000E+000   0.0000000000000000E+000  -0.7832702703805192E-012   0.2973943897924091E-020
  0.1004402257255476E+001  -0.8801059505037740E+001   0.1892815717451209E-027   0.1704657175634868E-016   0.1041541918525143E+004   0.1258103745407228E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.4553304054474463E-014   0.9155734201293977E-021
  0.1006395019019753E+001  -0.8774108376687517E+001   0.6266786270437256E-023  -0.2203168359254559E-016   0.1039824399944091E+004   0.1511680938651437E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.6900961744398136E-012   0.2165820735379953E-020
  0.1009671152738564E+001  -0.8730026878853577E+001   0.4796551035683856E-022   0.2498542807929150E-016   0.1036993182374214E+004   0.1855392811519953E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.1557643373606771E-011   0.1733179185129399E-020
  0.1015008460888884E+001  -0.8658833011215245E+001   0.1558275245615293E-021  -0.2669557879833085E-016   0.1032397187852716E+004   0.2306711072212440E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.2263251393122254E-011   0.2353898913174046E-020
  0.1023060070805398E+001  -0.8552669442809599E+001   0.4882601103431368E-021   0.2758095266257384E-016   0.1025212939851865E+004   0.2889147470302178E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.3209786825415303E-011   0.2694853386382200E-020
  0.1028826268224844E+001  -0.8477673174715550E+001   0.7937185789226919E-021  -0.2832519997194780E-016   0.1020134452982540E+004   0.3248413501037182E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.3648888358414404E-011   0.3027375072182590E-020
  0.1034401592739747E+001  -0.8406087715586034E+001   0.1188437563615195E-020   0.2738873494577894E-016   0.1015435726185882E+004   0.3543354301394372E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.4102746683176488E-011   0.3358815270896646E-020
  0.1045318608185002E+001  -0.8267978546120085E+001   0.2098845037546863E-020  -0.2560943197976757E-016   0.1006034372730126E+004   0.4076930305722691E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.4760776655088660E-011   0.3701811547684406E-020
  0.1050224394539771E+001  -0.8206831872723825E+001   0.2651781534234691E-020   0.1935467726978801E-016   0.1001820918934230E+004   0.4299480243476383E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.5084932387676984E-011   0.4073243208604751E-020
  0.1055100566336040E+001  -0.8146696924970048E+001   0.3176962471580981E-020  -0.9268053951812147E-017   0.9977461894633370E+003   0.4501906064748250E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.5326315546704765E-011   0.4042660949607472E-020
  0.1063654427453513E+001  -0.8042530892064599E+001   0.4271350261607942E-020   0.1893713979974488E-017   0.9906000906021678E+003   0.4838307068744878E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.5767230386383824E-011   0.4570590525888381E-020
  0.1071570078600000E+001  -0.7947572361917967E+001   0.5432725305325634E-020   0.7050616041397071E-017   0.9839597783790256E+003   0.5135419978853038E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.6148533605812769E-011   0.4635010467228448E-020
  0.1079116019201215E+001  -0.7858360312898283E+001   0.6639609128196528E-020  -0.1679762326327542E-016   0.9776732759477769E+003   0.5403303003773605E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.6481005342285535E-011   0.5059605422838438E-020
  0.1086354136278296E+001  -0.7773962617329980E+001   0.7962947924675732E-020   0.2606419328613446E-016   0.9716784807161227E+003   0.5648438582253672E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.6810430287800087E-011   0.5147680725901607E-020
  0.1093707946737944E+001  -0.7689365487424192E+001   0.9324948151371382E-020  -0.3287194565457127E-016   0.9656164293443870E+003   0.5887514319338631E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.7092775772599546E-011   0.5453617233339374E-020
  0.1100801581354652E+001  -0.7608834705107220E+001   0.1086688395811260E-019   0.3611699209133812E-016   0.9597930015767465E+003   0.6109921236852398E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.7400404026222316E-011   0.5632951970743225E-020
  0.1107678132662769E+001  -0.7531758696594336E+001   0.1232079980023083E-019  -0.3429082427930563E-016   0.9541739021517261E+003   0.6318416096377179E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.7642312246351798E-011   0.5793257019520833E-020
  0.1114363648859565E+001  -0.7457740901392803E+001   0.1396058570016966E-019   0.2656399790227643E-016   0.9487347874335153E+003   0.6515092670654620E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.7911997231637713E-011   0.6062315563746712E-020
  0.1120879797370925E+001  -0.7386452651416115E+001   0.1553982040499251E-019  -0.1330264017322595E-016   0.9434558405572047E+003   0.6701582982087100E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.8137895835759620E-011   0.6113590098497040E-020
  0.1127244383344695E+001  -0.7317622600790368E+001   0.1721402749506508E-019  -0.3592826144094595E-017   0.9383208013694523E+003   0.6879186699388285E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.8366730786373795E-011   0.6414970239954075E-020
  0.1133472709644775E+001  -0.7251018746845055E+001   0.1895306303147136E-019   0.2070994787214887E-016   0.9333159708070586E+003   0.7048957638250190E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.8590684536377762E-011   0.6454282633065355E-020
  0.1139572469511965E+001  -0.7186496888708069E+001   0.2063139762618317E-019  -0.3370245906787715E-016   0.9284314792504447E+003   0.7211763495905441E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.8783654351022935E-011   0.6684687236392723E-020
  0.1145187332877911E+001  -0.7127714879770178E+001   0.2239491567784203E-019   0.3839415679130351E-016   0.9239523254786296E+003   0.7358686005923463E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.8990357869180888E-011   0.6807532464647212E-020
  0.1150714123843396E+001  -0.7070419502402287E+001   0.2401169401062699E-019  -0.3100815489736122E-016   0.9195607631277468E+003   0.7500631837695111E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.9154837763758508E-011   0.6890177061870740E-020
  0.1156151213261867E+001  -0.7014588675996524E+001   0.2580103520962378E-019   0.1274289713804547E-016   0.9152533633652127E+003   0.7638036177151317E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.9341002862210393E-011   0.7119528121876620E-020
  0.1161553013716482E+001  -0.6959662714603938E+001   0.2756853170011469E-019   0.1083962631327176E-016   0.9110091396953884E+003   0.7771276649379415E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.9512187419794373E-011   0.7132458781026691E-020
  0.1172052744068811E+001  -0.6854312360733837E+001   0.3113391075575715E-019  -0.2244281837790711E-016   0.9027579617575510E+003   0.8026557458350914E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.9831712553273811E-011   0.7472914900554011E-020
  0.1177166614729494E+001  -0.6803668070242218E+001   0.3307432652657887E-019   0.3824468887897525E-016   0.8987442319359699E+003   0.8149134026476039E-004   0.0000000000000000E+000   0.0000000000000000E+000   0.1000330022788107E-010   0.7533980474057772E-020
